1;04;12;2024;12;01;2120
1;04;12;2024;12;29;2108
1;04;12;2024;12;29;2085
1;04;12;2024;12;29;2096
1;04;12;2024;12;29;2103
1;04;12;2024;12;29;2019
1;04;12;2024;12;29;2139
1;04;12;2024;12;29;2058
1;04;12;2024;12;29;1036
1;04;12;2024;12;29;2109
1;04;12;2024;12;29;2106
1;04;12;2024;12;30;2068
1;04;12;2024;12;30;2102
1;04;12;2024;12;30;2119
1;04;12;2024;12;30;2033
1;04;12;2024;12;30;2018
1;04;12;2024;12;30;1043
1;04;12;2024;12;30;2034
1;04;12;2024;12;30;2097
1;04;12;2024;12;30;2118
1;04;12;2024;12;30;2112
1;04;12;2024;12;30;2101
1;04;12;2024;12;30;2121
1;04;12;2024;12;30;2032
1;04;12;2024;12;30;2122
1;04;12;2024;12;30;2087
1;04;12;2024;12;30;2094
1;04;12;2024;12;30;2104
1;04;12;2024;12;30;2137
1;04;12;2024;12;31;2052
1;04;12;2024;12;31;2089
1;04;12;2024;12;31;2114
1;04;12;2024;12;31;2127
1;04;12;2024;12;31;2134
1;04;12;2024;12;31;2131
1;04;12;2024;12;31;1049
1;04;12;2024;12;31;2070
1;04;12;2024;12;31;2132
1;04;12;2024;12;31;2130
1;04;12;2024;12;31;2086
1;04;12;2024;12;31;2117
1;04;12;2024;12;31;2135
1;04;12;2024;12;32;2136
1;04;12;2024;12;32;2093
1;04;12;2024;12;33;2129
1;04;12;2024;12;34;2088
1;04;12;2024;12;34;1002
1;04;12;2024;12;34;1017
1;04;12;2024;12;34;2125
1;04;12;2024;12;35;2140
0;04;12;2024;12;40;2097
0;04;12;2024;12;44;2102
0;04;12;2024;12;45;2127
0;04;12;2024;12;45;2134
0;04;12;2024;12;45;2137
0;04;12;2024;12;48;2085
0;04;12;2024;12;52;2106
0;04;12;2024;12;53;2088
0;04;12;2024;12;53;2108
0;04;12;2024;12;54;2132
0;04;12;2024;12;54;1002
0;04;12;2024;12;54;2094
0;04;12;2024;12;54;2034
0;04;12;2024;12;57;2070
0;04;12;2024;13;00;2130
0;04;12;2024;13;01;2136
0;04;12;2024;13;01;1036
0;04;12;2024;13;01;2112
0;04;12;2024;13;01;2118
0;04;12;2024;13;01;2114
0;04;12;2024;13;05;2093
0;04;12;2024;13;05;2140
0;04;12;2024;13;07;1043
0;04;12;2024;13;07;2018
0;04;12;2024;13;07;2087
0;04;12;2024;13;09;2052
0;04;12;2024;13;09;2086
0;04;12;2024;13;10;2010
0;04;12;2024;13;10;1061
0;04;12;2024;13;11;2096
0;04;12;2024;13;11;2103
0;04;12;2024;13;11;2101
0;04;12;2024;13;11;2121
0;04;12;2024;13;12;2129
0;04;12;2024;13;13;2139
0;04;12;2024;13;13;2058
0;04;12;2024;13;15;2131
0;04;12;2024;13;17;1017
0;04;12;2024;13;17;2109
0;04;12;2024;13;18;2135
0;04;12;2024;13;18;2133
0;04;12;2024;13;18;2119
0;04;12;2024;13;18;2117
0;04;12;2024;13;23;2019
0;04;12;2024;13;24;2068
0;04;12;2024;13;25;2032
0;04;12;2024;13;26;2122
0;04;12;2024;13;27;1004
0;04;12;2024;13;29;2089
0;04;12;2024;13;34;2095
